NM_SETOR_TEMA;NR_ANO;NM_TECNOLOGIAS;NM_TEC_RESUM;DS_DIFUSAO_TECNOLOGICA_5ANOS;NR_DIFUSAO_TECNOLOGICA_5ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_5ANOS_FIM;DS_DIFUSAO_TECNOLOGICA_10ANOS;NR_DIFUSAO_TECNOLOGICA_10ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_10ANOS_FIM;DS_DIFUSAO_TECNOLOGICA_15ANOS;NR_DIFUSAO_TECNOLOGICA_15ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_15ANOS_FIM;NM_FT_ORGANIZACIONAL;DS_FT_ORGANIZACIONAL;DS_EMP_IMPACTADAS_5ANOS;PC_EMP_IMPACTADAS_5ANOS;DS_EMP_IMPACTADAS_10ANOS;PC_EMP_IMPACTADAS_10ANOS;NM_NV_OCUP;DS_NV_OCUP;DS_DEMANDA_EMP_5ANOS;NR_DEMANDA_EMP_5ANOS;DS_DEMANDA_EMP_10ANOS;NR_DEMANDA_EMP_10ANOS;NM_CONHEC_NV_OCUP;NM_HAB_NV_OCUP;NM_OCUP;NM_ATIV;NM_NOVAS_ATIV;NM_CONHEC;NM_CONHEC_DETALHADOS;NM_NV_CONHEC;NM_HABIL;NM_NV_HABIL;NM_CAPAC;NM_NV_CAPAC;NM_OUTRAS_OCUP;NM_ESTILOS_TRABALHO;CD_CNAE20_DIV;CD_CNAE20_GRUPO;CD_CNAE20_CLASSE;CD_CNAE23_SUBCLASSE
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de sistemas de controle de Temperatura da Máquina (Peça e Ferramenta);Nanofibras;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de comercialização baseadas no:;Oferecimento de serviços inovadores;11 a 30%;30;11 a 30%;30;Prototipador industrial;Este profissional será o responsável pelo projeto, por meio eletrônico, de componentes e conjuntos,  análise da demanda, e confecção de protótipos, utilizando sistemas Cax.;11 a 30% das empresas;30;31 a 50% das empresas;50;CAD/CAM/CAE/CAI, Metrologia, realidade virtual, fundamentos materiais;"Seleção de equipamentos; Operação e controle; Programação; Projeto de tecnologias; Solução de problemas";Mecâncio de Manutenção de Máquinas-Ferramentas (Usinagem de metais);Selecionar componentes, peças, assessórios baseado no catalogo técnico das máquinas industriais;;Língua Portuguesa;;;Compreensão de leitura;;Sensibilidade auditiva;;;;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de sistemas de controle do desgaste da ferramenta;Controle NR10;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de comercialização baseadas no:;Oferecimento de atendimento personalizado;31 a 50%;50;31 a 50%;50;Especialista em materiais compósitos e nanotecnologia;Este profissional será o responsável pelo desenvolvimento de novos materiais e aplicações para os processos de usinagem.;Até 10% das empresas;10;11 a 30% das empresas;30;Propriedades químicas e físicas dos materiais.;"Identificar diferentes tipos de materiais; percepção ambiental;";Mecâncio de Manutenção de Máquinas-Ferramentas (Usinagem de metais);Implementar tecnologia para melhorar as condições de operação das máquinas industriais;;Matemática;;;Orientação a serviços;;Visão periférica;;;;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, do processo de monitoramento do ruído e da vibração;Gerenciamento HVAC;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Fatores de produção;Customização em massa;Até 10%;10;11 a 30%;30;Especialista em realidade virtual e aumentada;Este profissional será o responsável pela criação de ambientes virtuais e interação com ambiente físico nas empresas do setor metalmecânico.;Até 10% das empresas;10;11 a 30% das empresas;30;"Ciência da computação aplicada; Computadores e eletrônica;";"Fluência digital; Inovação;";Mecâncio de Manutenção de Máquinas-Ferramentas (Usinagem de metais);Elaborar esboço cotado de peças danificadas de máquinas industriais;;Mecânica;;;Pensamento crítico;;Expressão oral;;;;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de tecnologia para medição dos esforços na ferramenta;One Stop Shopping HVAC;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Fatores de produção;Produção Enxuta (lean manufacturing);Até 10%;10;11 a 30%;30;Integrador e Programador Industrial;Este profissional será o responsável pela integração de sistemas de apoio a engenharia, além da programação de sistemas industriais (CLP, CNC e sistemas robóticos).;11 a 30% das empresas;30;31 a 50% das empresas;50;redes industriais, programação CLP, CNC,  sistemas robóticos e C++, fundamentos de eletrônica e eletricidade, análise de dados;Operação e controle, Monitoramento de operações, Análise de operações, Programação, Solução de problemas;Mecâncio de Manutenção de Máquinas-Ferramentas (Usinagem de metais);;;Produção e Processamento;;;Projetos tecnológicos;;Percepção de problemas;;;;24, 25, 28;;;
Têxtil;2019;Uso, pelas empresas têxteis, de biofibras.;Revestimentos adaptativos;Não ocorrerá difusão;0;0;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de  de Produção baseadas na:;Produção em massa com diferenciação;Até 10%;10;De 11 a 30%;0;Especialista em certificação de processos têxteis;Este profissional orientará e acompanhará os processos de certificação dos processos e produtos têxteis;Até 10% das empresas;10;11 a 30% das empresas;30;;;Mantenedor Têxtil;;;;;;Monitoramento de operações;;Flexibilidade para categorização;;;;13;;;
Têxtil;2019;Digitalização da produção, pelas empresas de  têxteis, com sensores para identificação de produtos e condições operacionais.;Materiais inteligentes;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de posicionamento no mercado baseadas em:;Novas Start-ups;Até 10%;10;Até 10%;10;Especialista em sustentabilidade para processos têxteis;Este profissional buscará soluções sustentáveis para os resíduos de produtos da cadeia têxtil.;Até 10% das empresas;10;11 a 30% das empresas;30;;;Mantenedor Têxtil;Executar Instalação de Máquinas têxteis;;Física;;;Gestão de recursos de materiais;Reparos;Velocidade perceptiva;;;;13;;;
Têxtil;2019;Uso, pelas empresas  têxteis, da tecnologia de realidade aumentada.;Fluídos refrigerantes;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de comercialização baseadas no:;Oferecimento de produtos inovadores;Até 10%;10;Até 10%;10;Especialista em não-tecidos e têxteis técnicos;Este profissional desenvolverá produtos de não tecidos e têxteis técnicos, bem como seus respectivo processos de fabricação.;Até 10% das empresas;10;11 a 30% das empresas;30;;;Mantenedor Têxtil;Lubrificar máquinas têxteis;;Administração e Gestão;;;Orientação a serviços;;Compreensão escrita;;;;13;;;
Têxtil;2019;Uso, pelas empresas  têxteis, de sistemas integrados de engenharia para manufatura de produtos.;Evaporadores/Condensadores;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de comercialização baseadas no:;Oferecimento de soluções (produtos + serviços);Até 10%;10;De 11 a 30%;0;Técnico têxtil especialista em mecatrônica;Este profissional planejará,  executará e manterá a integração das tecnologias eletrônicas, mecânicas, de controle automático e computação nos processos têxteis;Até 10% das empresas;10;11 a 30% das empresas;30;;;Mantenedor Têxtil;Regular máquinas têxteis;;Administração e Gestão;;;Seleção de equipamentos;;Percepção de problemas;;;;13;;;
Têxtil;2019;Uso, pelas empresas têxteis, de tecnologias baseadas em Inteligência Artificial para monitoramento e relacionamento com o mercado.;Edifícios geração distribuída;Não ocorrerá difusão;0;0;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias de comercialização baseadas no:;Oferecimento de serviços inovadores;Até 10%;10;Até 10%;10;Técnico têxtil especialista em Designer de superfícies têxteis;Este profissional desenvolverá estruturas e desenhos para substratos têxteis ( fios, tecido plano, tecido em malha e estampas) e impressão 3D.;Até 10% das empresas;10;11 a 30% das empresas;30;;;Mantenedor Têxtil;Calibrar máquinas têxteis;;Produção e Processamento;;;Manutenção de equipamentos;;Expressão oral;;;;13;;;
Eletroeletrônico;2019;"Implantação, pelas empresas de eletroeletrônica, de NR10 (ANBTNBR5410; 62061; 60439; 61439)";Configuração condicionadores;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;Estabelecimento de metas financeiras e não financeiras;Factíveis e alinhadas com a estratégia corporativa;Até 10%;10;11 a 30%;30;;;;0;;0;;;Técnico em eletrônica;Definir tecnologias a serem utilizadas em um projeto;;;Fabricação digital;;Solução de problemas;Julgamento e tomada de decisão;Raciocínio matemático;Inovação;;;26;;;
Refrigeração e Climatização;2022;Aumento dos processos de gerenciamento da cadeia de suprimentos / serviços de plataforma serviços de HVAC, como aqueles que coletam e gerenciam dados, incluindo idade, eficiência e condição da unidade de HVAC.;Climatização por zonas;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Realizar manutenção em circuitos eletrônicos e placas;;;Noções de Ciência da Computação (CLPs e sistemas de automação e digitalização);;Supervisão;;Fluência de ideias;;;Independência;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento dos processos de One Stop Shopping (Serviços integrados de ponta a ponta) para serviços e equipamentos de climatização, reduzindo os elos da cadeia de suprimentos e aumento da demanda por  fornecedores de HVAC que podem gerenciar todo o processo. ;Climatização sem dutos;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Instalar de Sistema HVAC-R de grande porte;;Física;Física (eletrônica e mecânica);;Análise de controle de qualidade;;Raciocínio dedutivo;;;Pensamento analítico;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento do uso de revestimentos adaptativos que esfriam ou esquentam tetos e janelas;Sanitização dutos de ar;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Aplicar procedimentos de higienização de acordo com o agente contaminante (fungo, bactéria, vírus, particulado...);;Computadores, Eletrônica e automação;Placas e equipamentos eletrônicos, hardware e software, incluindo aplicativos e programação.;;Gestão do tempo;;;;;;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento do uso de materiais inteligentes que usam energia solar para aquecimento e para resfriamento (ex. uso em janelas inteligentes permitindo alternar entre captar o calor do Sol para aquecer o interior, ou resfriar o que estiver do lado de dentro;Filtros de ar particulados;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Identificar defeitos por meio de verificação por aparelhos de controle;;;Diagramas elétricos e programação de software.;;;;;;;;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento do uso de fluídos refrigerantes com menor impacto ambiental, como os naturais.;Purificadores ultravioleta;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Implantar tecnologias de programação (CLPs);;Construções;Redes de comunicação de sistemas de refrigeração;;;;;;;;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Desenvolvimento e uso de condensadores e evaporadores com elevado coeficiente de transferência de calor alcançado pelo uso de superfícies nano e micro estruturadas, nano revestimentos e nano fluidos.;Nanotecnologia HVAC;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Realizar manutenção em máquinas inverter em residências ;;Mecânica;Mecânica básica;;Programação;;Expressão oral;;;;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento dos edifícios com sistemas e equipamentos para a geração de energia, adotando-se cada vez mais o uso de painéis fotovoltaicos, em um esquema de geração distribuída. ;Edifícios fotovoltaicos;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Residencial;Operar ferramentas virtuais de gerenciamento de manutenção, medições e comunicação;;Biologia;Noções de Biologia (contaminantes e sistemas de purificação e limpeza);;Reparos;;Multitarefa;;;;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Consolidação dos processos de configuração de condicionadores de ar, para aumentar a taxa de câmbio com ar fresco de fora do prédio e reduzir o ar recirculado pelo prédio;Configuração eficiente;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Industrial;Diagnosticar redes de hidráulica;;Mecânica;Conceitos de automação e robótica;;Instalação;;Raciocínio matemático;;;Orientação a resultados (Realização/Esforço);28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento do uso de sistemas de climatização por zonas (falta de estudos das propriedades do ar). Conhecimentos das Cartas psicométricas;Climatização por zonas;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Industrial;Verificar defeitos por meio da leitura e análise de aparelhos de controle;;Computadores, Eletrônica e automação;Placas e equipamentos eletrônicos, hardware e software, incluindo aplicativos e programação.;;Compreensão de leitura;;Expressão escrita;;;Atenção aos detalhes;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento do uso de sistemas de climatização sem dutos (tem crescido bastante, porém o uso dos equipamentos necessitam de treinamentos específicos). 75% da produção mundial, NBR16401 (caderno 3). Falta de profissionais capacitados (PB). Câmaras frias (falta de treinamento). ;Climatização sem dutos;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Industrial;Implantar tecnologias para programação (CLPs);;Computadores, Eletrônica e automação;Diagramas elétricos e programação de software.;;Matemática;;Expressão oral;;;Autocontrole;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Consolidação da prática de sanitização e desinfecção dos dutos de ar como parte da manutenção de rotina;Sanitização dutos;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Industrial;Desenvolver técnicas de comunicação por rede ;;Construções;Redes de comunicação de sistemas de refrigeração;;Supervisão;;Fluência de ideias;;;Independência;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento do uso de filtros de ar particulados de alta eficiência que bloqueiam até as menores partículas;Filtros alta eficiência;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Industrial;Diagnosticar defeitos de comunicação;;Física;Conceitos de hidráulica de sistemas de refrigeração;;Instrução;;Percepção de problemas;;;Inovação;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Refrigeração e Climatização;2022;Crescimento no uso de purificadores de serpentina ultravioleta que evitam o crescimento de mofo e bactérias na serpentina do evaporador.;Purificadores UV;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Mecânico de Refrigeração e Climatização Industrial;Operar sistemas de hidráulica e seus componentes;;Engenharia e Tecnologias;Conceitos de termodinâmica e suas grandezas  envolvendo o sistema de refrigeração.;;Análise de controle de qualidade;;Raciocínio dedutivo;;;Pensamento analítico;28, 33, 43;282, 331, 432;28232, 28241, 33147, 43223;3314707, 4322302
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Implantar os conceitos e uso de embalagens inteligentes, biodegradáveis e de  barreiras nas panificações;;Legislação e Governo;Padrões, Legislação e Fiscalização de Alimentos;;Julgamento e tomada de decisões;;Percepção de problemas;;;Iniciativa;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Implantar os conceito e o uso de alimentos e ingredientes funcionais nas panificações;;Serviços;Gestão de Qualidade e Processos;;Matemática;;Raciocínio dedutivo;;;Inovação;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Selecionar e implantar novas tecnologias que respeitem as características e especificações do fluxo produtivo;;Biologia;Bioquímica aplicada aos produtos de panificação e matérias-primas;;Monitoramento de operações;;Raciocínio indutivo;;;Liderança;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Implantar os conceitos e o uso de embalagens para consumo on-the-go nas panificações;;Produção de alimentos;Conceitos de gorduras mais saudáveis, e técnicas de utilização em produtos de panificação;;Escuta ativa;;Multitarefa;;;Consciência ambiental;10, 11;;;
Alimentos e Bebidas;2022;Sommelier virtual: Uso da Inteligência artificial para avaliar o perfil sensorial de vinhos e gerar recomendações para consumidores.;Sommelier virtual;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Selecionar as matérias-primas ideias para a fabricação de pães congelados de acordo com as especificidades do processo produtivo.;;;Técnicas e ferramentas de controle de qualidade das matérias-primas utilizadas na fabricação de pães;;Análise de controle de qualidade;;Compreensão escrita;;;Adaptabilidade / Flexibilidade;10, 11;;;
Alimentos e Bebidas;2022;Uso de Inteligência artificial e Machine Learning nos processos industriais;IA e ML em processos industriais;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Aplicar as fichas técnicas das matérias-primas utilizadas na fabricação de pães congelados.;;Engenharia e Tecnologias;Tecnologias para a fabricação de pães congelados;;Ciências;;Destreza manual;;;Atenção aos detalhes;10, 11;;;
Alimentos e Bebidas;2022;Integração de tecnologias digitais: aplicação da Inteligência artificial para otimização dos processos e integração por rastreio de embalagens;Tecnologia digital e IA na otimização e rastreio;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Utilizar os equipamentos, com distintos graus de complexidade, e utensílios necessários para cada etapa do processo de fabricação dos pães congelados.;;;Tecnologias para a fabricação de pães com fermentação natural;;Compreensão de leitura;;Percepção de problemas;;;Confiabilidade;10, 11;;;
Alimentos e Bebidas;2022;Uso de tecnologia de blockchain aplicada à rastreabilidade para todos os elos da cadeia produtiva;Blockchain na rastreabilidade;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Operar a linha de produção de pães congelados avaliando todas as etapas do fluxograma e seus impactos na qualidade do produto final.;;Biologia;Noções de microbiologia de Alimentos;;Comunicação;;Raciocínio dedutivo;;;Consciência ambiental;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do consumo de carne cultivada: carne produzida em laboratório por meio de técnicas de bioengenharia;Crescimento da carne cultivada;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Avaliar a qualidade sensorial dos produtos finais, propondo ajustes necessários no processo de fabricação dos pães congelados quando necessário.;;;Avaliação e Controle de Qualidade de Alimentos;;Gestão do tempo;;Sensibilidade de paladar;;;Cooperação;10, 11;;;
Alimentos e Bebidas;2022;Uso e desenvolvimento de tecnologias de encapsulação de ingredientes funcionais;Tecnologias de encapsulação;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Desenvolver formulações de pães com fermentação natural agregando ingredientes nutracêuticos, probióticos, prebióticos e fibras alimentares;;Legislação e Governo;Padrões, Legislação e Fiscalização de Alimentos;;Julgamento e tomada de decisões;;Sensibilidade olfativa;;;Iniciativa;10, 11;;;
Alimentos e Bebidas;2022;Desenvolvimento de novas proteínas e alimentos cultivados em células;Novas proteínas e alimentos celulares;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Avaliar a qualidade e selecionar as matérias-primas ideais para a fabricação de pães com fermentação natural.;;;Técnicas de aproveitamento de subprodutos;;Seleção de equipamentos;;Velocidade perceptiva;;;Orientação a resultados (Realização/Esforço);10, 11;;;
Alimentos e Bebidas;2022;Crescimento do uso de embalagens para consumo on-the-go;Embalagens on-the-go;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Identificar, selecionar e utilizar os tipos de fermentos naturais adequados a cada tipo de produto a ser elaborado.;;Biologia;Noções de Bioquímica das Matérias-Primas (incluindo noções de aditivos e coadjuvantes de tecnologia);;Solução de problemas;;;;;Pensamento analítico;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do uso de embalagens inteligentes: recipientes com tecnologia capaz de comunicar as reais condições de um produto ou do ambiente onde ele se encontra;Embalagens inteligentes;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Realizar o preparo e cultivo do fermento para a produção de pães com fermentação natural.;;;Noções de tecnologia de embalagens;;;;;;;Autoconhecimento;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do uso de embalagens biodegradáveis;Embalagens biodegradáveis;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Padeiro;Aplicar as fichas técnicas das matérias-primas utilizadas na fabricação de pães com fermentação natural.;;;Noções de segurança do trabalho;;;;;;;;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do desenvolvimento e produção de Alimentos e bebidas fermentadas;Crescimento de alimentos fermentados;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Aplicar técnicas de ultracongelamento em produtos de confeitaria;;Engenharia e Tecnologias;Tecnologia de congelamento , congelamento lento e rápido, ponto frio;;Análise de controle de qualidade;;Controle de velocidade;;;Adaptabilidade / Flexibilidade;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do conceito de alimentos seguros baseadisna rastreabilidade e aumento da qualidade;Alimentos seguros e rastreabilidade;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Aplicar técnicas de fabricação de produtos de teor de açúcar reduzido ou substituídos por edulcorantes (DIET e Light);;;Técnicas de armazenametno e conservação de alimentos;;Comunicação;;Criatividade/originalidade;;;Atenção aos detalhes;10, 11;;;
Alimentos e Bebidas;2022;Tecnologias para detecção rápida de (escutar na gravação);Tecnologias para detecção rápida;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Implantar os conceitos e o uso de embalagens para consumo on-the-go nas confeitarias;;;Tecnologias de embalagens (ex: inteligentes, biodegradáveis e ativas);;Escuta ativa;;Memorização;;;Confiabilidade;10, 11;;;
Alimentos e Bebidas;2022;Crescimento da uso dos conceitos de Bioeconomia nas cadeias produtivas;Bioeconomia nas cadeias produtivas;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Implantar os conceitos e uso de embalagens inteligentes, biodegradáveis e de  barreiras nas confeitarias;;Química;Conceito e funções de aditivos e coadjuvantes de tecnologia;;Julgamento e tomada de decisões;;Multitarefa;;;Consciência ambiental;10, 11;;;
Alimentos e Bebidas;2022;Substituição dos aditivos (ou perfil dos aditivos atuais) (principalmente na indústria de carne);Substituição de aditivos;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Implantar os conceito e o uso de alimentos e ingredientes funcionais nas confeitarias;;Legislação e Governo;Padrões, Legislação e Fiscalização de Alimentos;;Monitoramento de operações;;Raciocínio dedutivo;;;Iniciativa;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do uso dos Ultracongelamento nos segmentos de panificação e confeitaria;Ultracongelamento em panificação;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Selecionar e implantar novas tecnologias que respeitem as características e especificações do fluxo produtivo;;;Tecnologia de alimentos dietéticos e nutricionais;;Operação e controle;;Raciocínio indutivo;;;Inovação;10, 11;;;
Alimentos e Bebidas;2022;Crescimento na implantação de ferramentas e metodologias para gestão da água e redução dos disperdícios nos processos produtivos;Ferramentas para gestão da água e redução de desperdício;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Supervisionar equipes de trabalho;;;Técnicas para aproveitamento de subprodutos;;Seleção de equipamentos;;Sensibilidade de paladar;;;Liderança;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;Propor soluções para problemas de produção e qualidade do produto final, considerando a relação custo x benefício;;;Instalações industriais de produção de alimentos;;Solução de problemas;;Sensibilidade olfativa;;;;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;;;;Valor nutritivo dos alimentos;;Supervisão;;Velocidade de coordenação manual;;;;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;;;Biologia;Microbiologia de alimentos;;;;;;;;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de confeitaria;;;Serviços;"Gestão de custos; Gestão da produção; Técnicas de precificação";;;;;;;;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Aplicar técnicas de ultracongelamento em produtos de panificação;;;Tecnologia de congelamento , congelamento lento e rápido, ponto frio...;;Análise de controle de qualidade;;Controle de velocidade;;;Adaptabilidade / Flexibilidade;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Aplicar técnicas para desenvolvimento de produtos de panificação híbridos (ex. frito e assado/ doce e salgado ...);;;Técnicas de armazenamento e conservação de alimentos;;Ciências;;Criatividade/originalidade;;;Atenção aos detalhes;10, 11;;;
Alimentos e Bebidas;2022;;;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Técnico de panificação;Implementar os conceito para uso de gorduras e açúcares mais saudáveis  e redução de sódio nos produtos de panificação, atendo a nova rotulagem nutricional.;;;Tecnologia de embalagens (ex: inteligentes, biodegradáveis e ativas);;Comunicação;;Memorização;;;Confiabilidade;10, 11;;;
Alimentos e Bebidas;2022;Adoção de dietas plant-based (alimentos à base de plantas);Dietas plant-based;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Operador de processamento de bebidas;Inserir os parâmetros de processo em sistemas automatizados e digitalizados;;Legislação e Governo;Legislação e fiscalização de alimentos e bebidas;;Aprendizagem ativa;;;;;Adaptabilidade / Flexibilidade;10, 11;;;
Alimentos e Bebidas;2022;Adoção de dietas flexitarianas: dieta que reduz o consumo de carne sem renunciar à proteína animal;Dietas flexitarianas;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Operador de processamento de bebidas;Operar sistemas e equipamentos automatizados e digitalizados;;;Técnicas de avaliação e controle de qualidade de alimentos e bebidas;;Compreensão de leitura;;Compreensão escrita;;;Atenção aos detalhes;10, 11;;;
Alimentos e Bebidas;2022;Ampliação do consumo de alimentos de produção local;Consumo local;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Operador de processamento de bebidas;Realizar ajustes pontuais em sistemas e equipamentos automatizados e digitalizados;;;Instalações Industriais para fabricação de bebidas;;Comunicação;;;;;Autocontrole;10, 11;;;
Alimentos e Bebidas;2022;Desenvolvimento de produtos de panificação híbridos (ex. frito e assado/ doce e salgado ...);Produtos de panificação híbridos;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Operador de processamento de bebidas;Monitorar processos automatizados por meio do acompanhamento do comportamento das variáveis do processo;;Engenharia e Tecnologias;Tecnologias e processos para fabricação de Bebidas;;Instrução;;;;;Confiabilidade;10, 11;;;
Alimentos e Bebidas;2022;Crescimento do consumo de produtos que fortalecem o sistema imunológico;Fortalecimento imunológico;;0;0;;0;0;;0;0;;;;;;;;;;;;;;;Operador de processamento de bebidas;Ajustar os desvios das variáveis dos processos por meio de sistemas de controle automáticos e dispositivos móveis;;Computadores, Eletrônica e automação;Noções de automação e robótica;;Manutenção de equipamentos;;;;;Liderança;10, 11;;;
